Key,File,Type,UsedInMainMenu,NoTranslate,russian
ulmToolFryingPanDesc,,,,,"Старая сковорода. Довольно тяжелый и неуравновешенный для использования в качестве оружия, но если это единственное доступное оружие, оно может спасти вам жизнь."
ulmToolHammerWood,,,,,"Деревянный молот"
ulmToolHammerWoodDesc,,,,,"Самый простой деревянный молоток для столярных работ. Может использоваться для ремонта или улучшения блоков."
ulmToolHydraulicPress,,,,,"Гидравлический пресс"
ulmToolHydraulicPressDesc,,,,,"Его можно использовать для изготовления гильз."
ulmToolJackhammer,,,,,"Отбойный молоток"
ulmToolJackhammerDesc,,,,,"В то время как кирки хороши для разбивания камней с использованием силы мышц, отбойный молоток делает процесс намного более эффективным без необходимости задействовать столько же силы мышц. Направьте его на камни или бетон и держите его устойчиво, чтобы разбить их за секунды!"
ulmToolJackhammerBlueprint,,,,,"Отбойный молоток"
ulmToolJackhammerBlueprintDesc,,,,,"Прочтение схемы научит вас изготовлению этого предмета. Если уже изучен, даёт опыт при использовании."
ulmToolKitchenKnife,,,,,"Кухонный нож"
ulmToolKnittersLoom,,,,,"Ткацкий станок"
ulmToolKnittersLoomDesc,,,,,"Если вы хотите изготавливать фрагменты ткани в домашних условиях, то это незаменимый инструмент в работе."
ulmToolLensCutter,,,,,"Резак для линз"
ulmToolLensCutterDesc,,,,,"Режущее устройство, предназначенное для вырезания круглых линз из листов стекла."
ulmToolMoldBrick,,,,,"Форма для кирпича"
ulmToolMoldBrickDesc,,,,,"Форма для формования кирпичей из глины."
ulmToolMoldGlass,,,,,"Форма для пластин"
ulmToolMoldGlassDesc,,,,,"Форма, в которой жидкий песок, стекло или металл затвердевают в твердые пластины."
ulmToolMoldIngot,,,,,"Форма для слитков"
ulmToolMoldIngotDesc,,,,,"Форма, в которой жидкие металлы затвердевают в слитки."
ulmToolNeedle,,,,,"Игла"
ulmToolNeedleDesc,,,,,"Длинный тонкий швейный инструмент с заостренным концом на одном конце и отверстием на другом."
ulmToolPickaxeIceBreaker,,,,,"Ледоруб"
ulmToolPickaxeIceBreakerDesc,,,,,"[decea3]+100%[-] урона по рудам и асфальту. Обычно этот инструмент используется для раскалывания льда, но предположительно его можно использовать и для добычи камней или руды."
ulmToolPickaxeScrapIron,,,,,"Кирка из металлолома"
ulmToolPickaxeScrapIronDesc,,,,,"[decea3]+100%[-] урона по рудам и асфальту. Металлолом грубой формы с заостренным наконечником, напоминающим кирку, с сомнительной прочностью."
ulmToolPickaxeStone,,,,,"Каменная кирка"
ulmToolPickaxeStoneDesc,,,,,"[decea3]+100%[-] урона по рудам и асфальту. Может показаться нелогичным колотить камень о камень, но при наличии грубой силы и удачи вы, возможно, сможете добыть несколько камней с помощью этого очень примитивного горного инструмента."
